ID,year,age,maritl,race,education,region,jobclass,health,health_ins,logwage,wage,NewVar,NewVar1
156055,2003,42,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.755874856,116.2653241,1,True
84965,2004,40,4. Divorced,1. White,3. Some College,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,4.544068044,94.07271475,0,False
86137,2004,47,2. Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,5,148.4131591,0,False
7434,2005,43,2. Married,1. White,3. Some College,2. Middle Atlantic,2. Information,1. <=Good,2. No,3,20.08553692,0,False
13145,2005,42,4. Divorced,1. White,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.716003344,111.7208494,0,False
376834,2008,50,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5,148.4131591,1,True
80861,2004,39,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,4.397940009,81.28325328,0,False
307009,2007,50,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,1. <=Good,2. No,4.255272505,70.47601965,1,True
9407,2005,60,3. Widowed,2. Black,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.531478917,92.89584479,1,True
448011,2009,57,1. Never Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.477121255,87.98103279,0,False
301160,2007,38,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.494154594,89.49247952,0,False
87472,2004,49,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.633468456,102.8702469,1,True
86258,2004,51,4. Divorced,1. White,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.301029996,73.77574327,1,True
86622,2004,33,2. Married,1. White,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.193124598,66.22940829,1,True
234539,2006,59,1. Never Married,1. White,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.763427994,117.1468169,1,True
233141,2006,41,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.62324929,101.8243521,1,True
160720,2003,33,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,4.755874856,116.2653241,1,True
380833,2008,28,1. Never Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.838849091,126.3238807,1,True
447332,2009,49,1. Never Married,1. White,3. Some College,2. Middle Atlantic,2. Information,1. <=Good,2. No,4.415724362,82.74175417,1,True
13074,2005,51,5. Separated,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.72427587,112.6488963,1,True
377769,2008,36,1. Never Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.77815125,118.8843593,1,True
159957,2003,26,1. Never Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.477121255,87.98103279,1,True
14047,2005,22,1. Never Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,3.989538803,54.02996518,0,False
229085,2006,47,2. Married,2. Black,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,4.763427994,117.1468169,0,False
156367,2003,59,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.77815125,118.8843593,0,False
86170,2004,41,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.851258349,127.901233,0,False
231625,2006,32,1. Never Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.477121255,87.98103279,0,False
376206,2008,45,2. Married,1. White,1. < HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.698970004,109.8339856,1,True
374441,2008,39,2. Married,1. White,1. < HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.230448921,68.74808773,0,False
229681,2006,64,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.556302501,95.23071257,0,False
84975,2004,36,2. Married,3. Asian,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.903089987,134.7053751,1,True
80338,2004,61,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,4.397940009,81.28325328,0,False
158704,2003,34,2. Married,1. White,1. < HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.230448921,68.74808773,0,False
86260,2004,52,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.903089987,134.7053751,1,True
377704,2008,33,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.397940009,81.28325328,0,False
450907,2009,36,2. Married,3. Asian,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,5.015259135,150.6951821,1,True
8898,2005,34,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.544068044,94.07271475,1,True
86506,2004,39,1. Never Married,1. White,1. < HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.322219295,75.35567932,1,True
81695,2004,59,3. Widowed,2. Black,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.954242509,141.7751723,0,False
452011,2009,49,2. Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,5.170103228,175.9329977,1,True
233422,2006,40,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5.290034611,198.3502905,1,True
232655,2006,49,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.544068044,94.07271475,1,True
161451,2003,25,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.397940009,81.28325328,1,True
450319,2009,59,2. Married,3. Asian,4. College Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.397940009,81.28325328,0,False
305903,2007,39,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,4.336459734,76.43645437,0,False
12064,2005,40,2. Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,4.544068044,94.07271475,0,False
448531,2009,51,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.653212514,104.9215065,1,True
450203,2009,63,1. Never Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.707570176,110.7826503,1,True
302905,2007,53,2. Married,1. White,1. < HS Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.531478917,92.89584479,0,False
377539,2008,25,1. Never Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.602059991,99.6894637,0,False
306049,2007,53,4. Divorced,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.447158031,85.38394038,1,True
234286,2006,23,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.322219295,75.35567932,0,False
82123,2004,36,1. Never Married,3. Asian,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,4.278753601,72.15045568,1,True
13073,2005,19,1. Never Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,3.447158031,31.41099627,1,True
12975,2005,47,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.531478917,92.89584479,1,True
9152,2005,43,1. Never Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.643452676,103.9024706,1,True
85858,2004,40,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.716003344,111.7208494,1,True
449352,2009,38,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5.197280558,180.7799522,1,True
156000,2003,63,2. Married,1. White,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,4.698970004,109.8339856,0,False
374878,2008,45,1. Never Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,3.602059991,36.6737042,0,False
374341,2008,32,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,2. No,4.301029996,73.77574327,1,True
453736,2009,37,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.591064607,98.59934386,0,False
83544,2004,37,4. Divorced,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,4.051152522,57.46364704,1,True
374646,2008,41,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,4.77815125,118.8843593,1,True
14363,2005,45,1. Never Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.414973348,82.6796373,0,False
380303,2008,22,1. Never Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.397940009,81.28325328,0,False
11668,2005,58,2. Married,3. Asian,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5.426969712,227.458934,1,True
156595,2003,44,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.51851394,91.69922611,0,False
303371,2007,39,2. Married,1. White,3. Some College,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.755874856,116.2653241,1,True
12558,2005,40,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.954242509,141.7751723,1,True
154495,2003,33,1. Never Married,3. Asian,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.397940009,81.28325328,1,True
232910,2006,35,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.511883361,91.09321847,1,True
448457,2009,63,2. Married,3. Asian,5. Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.740362689,114.4757133,1,True
156591,2003,45,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,5.079181246,160.6424754,1,True
374845,2008,31,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.602059991,99.6894637,1,True
154639,2003,41,1. Never Married,1. White,5. Advanced Degree,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.531478917,92.89584479,0,False
376657,2008,66,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5.623217234,276.7784133,0,False
453155,2009,45,1. Never Married,2. Black,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.414973348,82.6796373,1,True
302655,2007,47,1. Never Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.602059991,99.6894637,0,False
234441,2006,35,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.826074803,124.7204462,1,True
10756,2005,52,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,2. No,4.612783857,100.7642728,0,False
157788,2003,62,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,5.13462329,169.8003423,1,True
159478,2003,47,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.414973348,82.6796373,0,False
82408,2004,40,2. Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.919078092,136.8763676,0,False
231687,2006,41,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5.626899559,277.7994802,1,True
451735,2009,48,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.77815125,118.8843593,1,True
14361,2005,55,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.77815125,118.8843593,1,True
447846,2009,64,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.740362689,114.4757133,0,False
87736,2004,29,2. Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.113943352,61.18752643,0,False
159033,2003,49,2. Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.77815125,118.8843593,1,True
452456,2009,32,2. Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.892094603,133.2323508,1,True
229915,2006,41,2. Married,3. Asian,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.414973348,82.6796373,0,False
85977,2004,58,2. Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,5,148.4131591,0,False
158370,2003,41,2. Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,5,148.4131591,0,False
306799,2007,34,1. Never Married,1. White,3. Some College,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.574031268,96.93409046,1,True
86857,2004,43,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5.041392685,154.685293,0,False
154144,2003,23,1. Never Married,2. Black,1. < HS Grad,2. Middle Atlantic,2. Information,1. <=Good,2. No,4.477121255,87.98103279,1,True
155861,2003,40,1. Never Married,1. White,5. Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.633468456,102.8702469,0,False
302734,2007,46,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5.641005851,281.7459706,1,True
87460,2004,35,2. Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.672097858,106.9218141,0,False
301952,2007,42,1. Never Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5.000008686,148.4144482,1,True
452190,2009,47,5. Separated,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.716003344,111.7208494,0,False
302487,2007,45,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,5,148.4131591,1,True
375314,2008,34,1. Never Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.69019608,108.8745258,1,True
80513,2004,57,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.653212514,104.9215065,0,False
8245,2005,32,1. Never Married,1. White,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.456366033,86.17378673,1,True
450802,2009,55,4. Divorced,1. White,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.633468456,102.8702469,0,False
380599,2008,22,1. Never Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,4.334453751,76.28327785,1,True
8760,2005,51,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.826074803,124.7204462,0,False
228870,2006,26,1. Never Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,4.204119983,66.96164432,0,False
86333,2004,27,1. Never Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,4,54.59815003,1,True
82672,2004,34,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5.113943352,166.3249412,0,False
303408,2007,48,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.51854026,91.70163967,0,False
379215,2008,23,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.361142088,78.346562,0,False
153433,2003,41,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.716003344,111.7208494,0,False
452035,2009,49,4. Divorced,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5.021189299,151.5914842,0,False
12738,2005,47,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.792391689,120.5894365,1,True
10025,2005,35,4. Divorced,2. Black,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.763427994,117.1468169,0,False
302428,2007,50,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.40654018,81.98531783,1,True
230517,2006,55,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.924279286,137.5901428,1,True
451939,2009,69,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,3.698970004,40.40566526,0,False
83710,2004,45,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,5.041392685,154.685293,1,True
11155,2005,40,2. Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,5.041392685,154.685293,1,True
10801,2005,47,1. Never Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.965116998,143.3253181,1,True
377849,2008,22,1. Never Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.361727836,78.3924668,1,True
155762,2003,42,4. Divorced,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.447158031,85.38394038,1,True
380873,2008,47,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5.071882007,159.4741767,0,False
11350,2005,48,2. Married,2. Black,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.193124598,66.22940829,0,False
449916,2009,28,1. Never Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.716003344,111.7208494,0,False
11955,2005,49,1. Never Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.507855872,90.72707931,0,False
452076,2009,51,4. Divorced,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.857332496,128.6804882,1,True
158386,2003,58,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,5,148.4131591,1,True
8307,2005,32,1. Never Married,2. Black,3. Some College,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.740362689,114.4757133,0,False
452919,2009,55,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.477121255,87.98103279,1,True
304571,2007,49,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.544068044,94.07271475,0,False
84662,2004,46,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.477121255,87.98103279,1,True
157527,2003,44,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,5.204119983,182.020621,1,True
155753,2003,25,2. Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.477121255,87.98103279,0,False
85476,2004,73,4. Divorced,2. Black,1. < HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.531478917,92.89584479,1,True
86888,2004,18,1. Never Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.278753601,72.15045568,1,True
11885,2005,52,2. Married,2. Black,1. < HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.806179974,122.2636739,1,True
379300,2008,28,2. Married,3. Asian,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.278753601,72.15045568,0,False
84104,2004,51,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.414973348,82.6796373,1,True
451062,2009,44,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5.176091259,176.9896505,1,True
379529,2008,44,2. Married,1. White,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.954242509,141.7751723,0,False
155117,2003,29,2. Married,3. Asian,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.556302501,95.23071257,1,True
234168,2006,48,2. Married,3. Asian,4. College Grad,2. Middle Atlantic,2. Information,1. <=Good,2. No,4.954242509,141.7751723,1,True
228808,2006,62,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.62324929,101.8243521,0,False
85191,2004,40,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.880813592,131.7378012,0,False
159708,2003,24,1. Never Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,4.194569839,66.32519494,0,False
155806,2003,48,2. Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.77815125,118.8843593,1,True
378375,2008,54,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,5.096910013,163.515864,1,True
155162,2003,69,2. Married,2. Black,1. < HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.740362689,114.4757133,0,False
230689,2006,48,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,4.812913357,123.0896998,0,False
158165,2003,73,2. Married,1. White,1. < HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,3.693726949,40.19437052,1,True
448727,2009,30,2. Married,2. Black,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,4.255802985,70.5134157,0,False
154715,2003,41,1. Never Married,3. Asian,3. Some College,2. Middle Atlantic,2. Information,1. <=Good,2. No,4.301029996,73.77574327,0,False
449784,2009,48,2. Married,1. White,1. < HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,4.613926348,100.8794609,1,True
82382,2004,63,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.431363764,84.04595765,0,False
159218,2003,29,2. Married,1. White,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,4.447158031,85.38394038,1,True
81077,2004,40,2. Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.954242509,141.7751723,0,False
303201,2007,52,2. Married,1. White,3. Some College,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.511883361,91.09321847,0,False
375099,2008,54,5. Separated,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.740362689,114.4757133,1,True
452764,2009,33,2. Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,5.590617833,267.9010869,0,False
84935,2004,42,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,5.079181246,160.6424754,1,True
302956,2007,31,2. Married,2. Black,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.544068044,94.07271475,0,False
231714,2006,46,2. Married,1. White,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.939324525,139.6758702,0,False
377432,2008,44,2. Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.829303773,125.1238157,1,True
450157,2009,45,5. Separated,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.73239376,113.5670896,1,True
155744,2003,40,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,5.204119983,182.020621,0,False
12978,2005,31,1. Never Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.633468456,102.8702469,1,True
228951,2006,19,1. Never Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.342422681,76.89360252,0,False
156037,2003,43,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.698970004,109.8339856,0,False
302728,2007,56,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.959041392,142.4571699,0,False
233642,2006,55,2. Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.62324929,101.8243521,0,False
228903,2006,59,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.77815125,118.8843593,1,True
449895,2009,49,4. Divorced,1. White,1. < HS Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.633468456,102.8702469,1,True
451041,2009,42,2. Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.857332496,128.6804882,1,True
376582,2008,27,1. Never Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.113943352,61.18752643,1,True
160144,2003,34,1. Never Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,4.397974751,81.28607729,1,True
379821,2008,47,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5.623217234,276.7784133,0,False
161269,2003,35,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5.591980114,268.266292,0,False
87217,2004,33,2. Married,2. Black,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.653212514,104.9215065,0,False
160293,2003,35,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.973127854,144.4780877,0,False
86674,2004,40,2. Married,1. White,3. Some College,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.77815125,118.8843593,0,False
87761,2004,53,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,4.544068044,94.07271475,1,True
303104,2007,47,2. Married,2. Black,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.301029996,73.77574327,0,False
229277,2006,45,1. Never Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5.278753601,196.1252726,1,True
452824,2009,34,2. Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,5.130333768,169.07354,1,True
232086,2006,25,2. Married,1. White,1. < HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.243038049,69.6190369,0,False
233767,2006,56,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,4.826074803,124.7204462,1,True
12838,2005,54,2. Married,1. White,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.749427099,115.5180852,0,False
159042,2003,41,2. Married,1. White,1. < HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.491361694,89.24288466,1,True
